OBJECTID,URN,SCHOOL_NAM,TYPE,PHASE,ADDRESS,TOWN,POSTCODE,STATUS,GENDER,EASTING,NORTHING,WARD_NAME,LSOA_NAME,LA_NAME,WEBLINK,AGE,map_icon,NEW_URN,OLD_URN,map_icon_l,Primary,x,y
"3,411.00",138239,Becket Keys Church of England Free School,Free Schools,Secondary,Sawyers Hall Lane,Brentwood,CM15 9DA,Open,Mixed,559451,194543,Brentwood North,Brentwood 004A,Brentwood,http://www.becketkeys.org/,19-Nov,STATE-FUNDED, , ,2,0,0.302222,51.6271019
"3,412.00",138241,Lubavitch Junior Boys,Voluntary Aided School,Primary,135 Clapton Common,London,E5 9AE,Open,Boys,533813,187713,New River,Hackney 001A,Hackney,lubavitchschool.com,11-May,VOLUNTARY, , ,2,1,-0.0705323,51.5723991
"3,413.00",138245,The Greenwich Free School,Free Schools,Secondary,403 Shooters Hill Road,London,SE18 4LH,Open,Mixed,542669,176775,Woolwich Common,Greenwich 015C,Greenwich,http://www.greenwichfreeschool.co.uk/,18-Nov,STATE-FUNDED, , ,2,0,0.0527462,51.4720001
"3,414.00",138258,Emmanuel Community School,Free Schools,Primary,The Drive,London,E17 3BN,Open,Mixed,537674,189499,Hoe Street,Waltham Forest 013B,Waltham Forest,www.emmanuelcommunityschool.co.uk,11-May,STATE-FUNDED, , ,2,1,-0.0141553,51.5875015
"3,415.00",138262,City Gateway 14-19 Provision,Free Schools - Alternative Provision,Not applicable,32 Mastmaker Court,London,E14 9UB,Open,Mixed,537421,179723,Millwall,Tower Hamlets 033B,Tower Hamlets, ,14 - 19,STATE-FUNDED, , ,2,0,-0.0216189,51.4998016
"3,416.00",138263,Southwark Free School,Free Schools,Primary,Ledbury Community Hall,London,SE15 1SH,Open,Mixed,534614,177589,Livesey,Southwark 018B,Southwark,www.southwarkfreeschool.com/,11-Apr,STATE-FUNDED, , ,2,1,-0.0628464,51.4813004
"3,417.00",138266,Reach Academy Feltham,Free Schools,All Through,53-55 High Street,Feltham,TW13 4AB,Open,Mixed,510488,172771,Hanworth Park,Hounslow 027D,Hounslow, ,19-Apr,STATE-FUNDED, , ,2,1,-0.411626,51.4431992
"3,418.00",138266,Reach Academy Feltham,Free Schools,All Through,53-55 High Street,Feltham,TW13 4AB,Open,Mixed,510488,172771,Hanworth Park,Hounslow 027D,Hounslow, ,19-Apr,STATE-FUNDED, , ,2,0,-0.411626,51.4431992
"3,419.00",138267,Ark Bolingbroke Academy,Free Schools,Secondary,Wakehurst Road,London,SW11 6BF,Open,Mixed,527362,174607,Northcote,Wandsworth 015B,Wandsworth,http://arkbolingbrokeacademy.org/,18-Nov,STATE-FUNDED, , ,2,0,-0.168296,51.4561005
"3,420.00",138270,Harris Primary Free School Peckham,Free Schools,Primary,112 Peckham Road,Peckham,SE15 5DZ,Open,Mixed,533824,176735,The Lane,Southwark 025E,Southwark,www.harrisfreeschoolpeckham.org.uk/,11-Apr,STATE-FUNDED, , ,2,1,-0.0745394,51.4738007
"3,421.00",138272,Rimon Jewish Primary School,Free Schools,Primary,41a Dunstan Road,London,NW11 8AE,Open,Mixed,524705,187020,Childs Hill,Barnet 038A,Barnet,www.rimonschool.org.uk,11-May,STATE-FUNDED, , ,2,1,-0.202131,51.5682983
"3,422.00",138275,The Minerva Academy,Free Schools,Primary,157 Edgware Road,London,W2 2HR,Open,Mixed,527282,181421,Hyde Park,Westminster 015C,Westminster, ,11-Apr,STATE-FUNDED, , ,2,1,-0.166993,51.5173988
"3,423.00",138276,Solebay Primary - A Paradigm Academy,Free Schools,Primary,11 Solebay Street,London,E1 4PW,Open,Mixed,536202,182242,Mile End and Globe Town,Tower Hamlets 010A,Tower Hamlets,www.solebayacademy.paradigmtrust.org/,11-Apr,STATE-FUNDED, , ,2,1,-0.0381973,51.5227013
"3,424.00",138312,Westminster City School,Academy Converter,Secondary,55 Palace Street,London,SW1E 5HJ,Open,Boys,529272,179311,St. James's,Westminster 020A,Westminster,http://www.wcsch.com/,18-Nov,STATE-FUNDED, , ,2,0,-0.139101,51.4980011
"3,425.00",138313,The Grey Coat Hospital,Academy Converter,Secondary,Greycoat Place,London,SW1P 2DY,Open,Girls,529594,179104,St. James's,Westminster 020A,Westminster,http://www.gch.org.uk/,18-Nov,STATE-FUNDED, , ,2,0,-0.134541,51.4959984
"3,426.00",138325,Chingford Hall Primary School,Academy Converter,Primary,4 Burnside Avenue,London,E4 8YJ,Open,Mixed,536931,191785,Valley,Waltham Forest 006D,Waltham Forest,www.chingfordhallinformation.org.uk,11-Mar,STATE-FUNDED, , ,2,1,-0.0239818,51.6082993
"3,427.00",138326,The Frances Bardsley Academy for Girls,Academy Converter,Secondary,Brentwood Road,Romford,RM1 2RR,Open,Girls,552491,188325,Romford Town,Havering 016D,Havering,http://www.francesbardsley.havering.sch.uk/,18-Nov,STATE-FUNDED, , ,2,0,0.19905,51.5732002
"3,428.00",138335,St Cyprian's Greek Orthodox Primary Academy,Academy Converter,Primary,Springfield Road,Thornton Heath,CR7 8DZ,Open,Mixed,532260,169543,Upper Norwood,Croydon 002D,Croydon,www.stcypriansprimaryacademy.co.uk/,11-Mar,STATE-FUNDED, , ,2,1,-0.0997298,51.4095001
"3,429.00",138349,Harris Primary Academy Chafford Hundred,Academy Converter,Primary,Mayflower Road,Grays,RM16 6SA,Open,Mixed,559297,178393,South Chafford,Thurrock 019B,Thurrock,www.harrisprimarychaffordhundred.org.uk/,11-Mar,STATE-FUNDED, , ,2,1,0.29269,51.4821014
"3,430.00",138360,St Mary's Church of England High School (VA),Academy Converter,Secondary,Lieutenant Ellis Way,Waltham Cross,EN7 5FB,Open,Mixed,534440,201468,Rosedale and Bury Green,Broxbourne 011A,Broxbourne,http://www.st-maryshigh.herts.sch.uk,18-Nov,STATE-FUNDED, , ,2,0,-0.0562131,51.6959
"3,431.00",138364,Willow Brook Primary School Academy,Academy Sponsor Led,Primary,190 Church Road,London,E10 7BH,Open,Mixed,537243,187075,Lea Bridge,Waltham Forest 022D,Waltham Forest,www.willowbrookprimary.org.uk/,11-Mar,STATE-FUNDED, , ,2,1,-0.0213189,51.5658989
"3,432.00",138368,Parkside Studio College,Studio Schools,Secondary,Wood End Green Road,Hayes,UB3 2SE,Open,Mixed,509087,181288,Botwell,Hillingdon 024B,Hillingdon,http://www.parksidestudiocollege.co.uk/,13 - 19,STATE-FUNDED, , ,2,0,-0.429149,51.5200005
"3,433.00",138381,Enfield Heights Academy,Free Schools,Primary,Pitfield Way,Enfield,EN3 5BY,Open,Mixed,535211,197901,Turkey Street,Enfield 006E,Enfield,www.enfieldheightsacademy.org.uk,11-Apr,STATE-FUNDED, , ,2,1,-0.0464446,51.6636009
"3,434.00",138446,Harris Primary Academy Coleraine Park,Academy Sponsor Led,Primary,Glendish Road,London,N17 9XT,Open,Mixed,534536,190592,Tottenham Hale,Haringey 015A,Haringey,www.harrisprimarycolerainepark.org.uk,11-Apr,STATE-FUNDED, , ,2,1,-0.0590038,51.5980988
"3,435.00",138447,Harris Primary Academy Philip Lane,Academy Sponsor Led,Primary,Philip Lane,London,N15 4AB,Open,Mixed,532605,189353,West Green,Haringey 013B,Haringey,www.harrisprimaryphiliplane.org.uk,11-Mar,STATE-FUNDED, , ,2,1,-0.0873341,51.5873985
"3,436.00",138449,Harris Academy Greenwich,Academy Sponsor Led,Secondary,Middle Park Avenue,London,SE9 5EQ,Open,Mixed,541806,174461,Middle Park and Sutcliffe,Greenwich 029E,Greenwich,http://www.harrisgreenwich.org.uk/,18-Nov,STATE-FUNDED, , ,2,0,0.0394021,51.4514008
"3,437.00",138454,Hornbeam Academy Special Academy,Academy Special Converter,Not applicable,Folly Lane,London,E17 5NT,Open,Mixed,536379,190898,Higham Hill,Waltham Forest 009B,Waltham Forest,www.williammorris.sch.uk,19-Feb,SPECIAL, , ,2,1,-0.0322928,51.600399
"3,438.00",138454,Hornbeam Academy Special Academy,Academy Special Converter,Not applicable,Folly Lane,London,E17 5NT,Open,Mixed,536379,190898,Higham Hill,Waltham Forest 009B,Waltham Forest,www.williammorris.sch.uk,19-Feb,SPECIAL, , ,2,0,-0.0322928,51.600399
"3,439.00",138457,Wembley High Technology College,Academy Converter,All Through,East Lane,Wembley,HA0 3NT,Open,Mixed,517203,186265,Northwick Park,Brent 013A,Brent,http://www.whtc.co.uk,19-Apr,STATE-FUNDED, , ,2,1,-0.310571,51.5630989
"3,440.00",138457,Wembley High Technology College,Academy Converter,All Through,East Lane,Wembley,HA0 3NT,Open,Mixed,517203,186265,Northwick Park,Brent 013A,Brent,http://www.whtc.co.uk,19-Apr,STATE-FUNDED, , ,2,0,-0.310571,51.5630989
"3,441.00",138458,Salvatorian Roman Catholic College,Academy Converter,Secondary,High Road,Harrow,HA3 5DY,Open,Boys,515128,190321,Wealdstone,Harrow 011A,Harrow,http://www.salvatoriancollege.com/,18-Nov,STATE-FUNDED, , ,2,0,-0.339164,51.5999985
"3,442.00",138459,The Holy Cross School,Academy Converter,Secondary,25 Sandal Road,New Malden,KT3 5AR,Open,Girls,521047,167983,St. James,Kingston upon Thames 012E,Kingston upon Thames,www.holycross.kingston.sch.uk,18-Nov,STATE-FUNDED, , ,2,0,-0.261402,51.3979988
"3,443.00",138460,Teddington School,Academy Converter,Secondary,Broom Road,Teddington,TW11 9PJ,Open,Mixed,517446,170646,Hampton Wick,Richmond upon Thames 022D,Richmond upon Thames,http://www.teddingtonschool.org/,18-Nov,STATE-FUNDED, , ,2,0,-0.312259,51.422699
"3,444.00",138461,Waldegrave School,Academy Converter,Secondary,Fifth Cross Road,Twickenham,TW2 5LH,Open,Mixed,514710,172450,West Twickenham,Richmond upon Thames 015C,Richmond upon Thames,www.waldegrave.richmond.sch.uk,18-Nov,STATE-FUNDED, , ,2,0,-0.351008,51.4393997
"3,445.00",138491,The Bishop Wand Church of England School,Academy Converter,Secondary,Layton's Lane,Sunbury-on-Thames,TW16 6LT,Open,Mixed,509575,169133,Halliford and Sunbury West,Spelthorne 011A,Spelthorne,www.bishopwand.surrey.sch.uk,18-Nov,STATE-FUNDED, , ,2,0,-0.425882,51.4107018
"3,446.00",138495,Harris Academy Morden,Academy Sponsor Led,Secondary,Lilleshall Road,Morden,SM4 6DU,Open,Mixed,526739,167418,Ravensbury,Merton 022C,Merton,http://www.harrismorden.org.uk/,16-Nov,STATE-FUNDED, , ,2,0,-0.179827,51.3917007
"3,447.00",138502,Robert Fitzroy Academy,Academy Sponsor Led,Primary,80 Brampton Road,Croydon,CR0 6JN,Open,Mixed,533607,167089,Addiscombe,Croydon 017A,Croydon,www.robertfitzroyacademy.com,11-Apr,STATE-FUNDED, , ,2,1,-0.0812969,51.3871002
"3,448.00",138518,Ark Isaac Newton Academy,Academy Sponsor Led,All Through,1 Cricklefield Place,Ilford,IG1 1FY,Open,Mixed,545110,186793,Clementswood,Redbridge 030I,Redbridge, ,18-Apr,STATE-FUNDED, , ,2,1,0.0919876,51.5614014
"3,449.00",138518,Ark Isaac Newton Academy,Academy Sponsor Led,All Through,1 Cricklefield Place,Ilford,IG1 1FY,Open,Mixed,545110,186793,Clementswood,Redbridge 030I,Redbridge, ,18-Apr,STATE-FUNDED, , ,2,0,0.0919876,51.5614014
"3,450.00",138547,Charlton Park Academy,Academy Special Converter,Not applicable,Charlton Park Road,London,SE7 8HX,Open,Mixed,542173,177854,Charlton,Greenwich 012D,Greenwich, ,19-Nov,SPECIAL, , ,2,0,0.0460436,51.4818001
"3,451.00",138574,Hillside Primary School,Academy Sponsor Led,Primary,Dyke Drive,Orpington,BR5 4LZ,Open,Mixed,547213,166614,Orpington,Bromley 029C,Bromley,www.hillside.bromley.sch.uk,11-May,STATE-FUNDED, , ,2,1,0.113906,51.3795013
"3,452.00",138588,Noel Park Primary School,Academy Sponsor Led,Primary,Gladstone Avenue,London,N22 6LH,Open,Mixed,531474,190204,Noel Park,Haringey 010C,Haringey,http://www.noelparkprimaryschool.org,11-Mar,STATE-FUNDED, , ,2,1,-0.103331,51.5954018
"3,453.00",138589,Trinity Primary Academy,Academy Sponsor Led,Primary,Bounds Green Road,London,N22 8ES,Open,Mixed,530587,190903,Bounds Green,Haringey 001B,Haringey,www.trinityprimaryacademy.org,11-Mar,STATE-FUNDED, , ,2,1,-0.115869,51.601799
"3,454.00",138607,Lady Margaret School,Academy Converter,Secondary,Parson's Green,London,SW6 4UN,Open,Girls,525134,176562,Parsons Green and Walham,Hammersmith and Fulham 020C,Hammersmith and Fulham,http://www.ladymargaret.lbhf.sch.uk,18-Nov,STATE-FUNDED, , ,2,0,-0.199655,51.4742012
"3,455.00",138608,Sudbury Primary School,Academy Converter,Primary,Watford Road,Wembley,HA0 3EY,Open,Mixed,516584,185882,Sudbury,Brent 013D,Brent,http://www.sudburyprimary.co.uk/,11-Mar,STATE-FUNDED, , ,2,1,-0.319624,51.5597992
"3,456.00",138609,Queens Park Community School,Academy Converter,Secondary,Aylestone Avenue,London,NW6 7BQ,Open,Mixed,523635,183910,Brondesbury Park,Brent 030A,Brent,www.qpcs.brent.sch.uk,19-Nov,STATE-FUNDED, , ,2,0,-0.218653,51.5405998
"3,457.00",138610,Alperton Community School,Academy Converter,Secondary,Stanley Avenue,Wembley,HA0 4JE,Open,Mixed,518492,184101,Alperton,Brent 029B,Brent,www.alperton.brent.sch.uk,18-Nov,STATE-FUNDED, , ,2,0,-0.292712,51.5433998
"3,458.00",138611,Crofton Infant School,Academy Converter,Primary,Towncourt Lane,Orpington,BR5 1EL,Open,Mixed,544822,166769,Petts Wood and Knoll,Bromley 025D,Bromley,www.croftoninfantsbromley.info/,7-May,STATE-FUNDED, , ,2,1,0.0796369,51.3815002
"3,459.00",138612,St Thomas Becket Catholic Primary School,Academy Converter,Primary,Becket Close,London,SE25 5BN,Open,Mixed,534345,167335,Woodside,Croydon 014C,Croydon, ,11-Apr,STATE-FUNDED, , ,2,1,-0.0706044,51.3891983
"3,460.00",138613,Cranford Park Academy,Academy Converter,Primary,Phelps Way,Hayes,UB3 4LQ,Open,Mixed,509803,178578,Pinkwell,Hillingdon 032D,Hillingdon,www.cranfordpark.academy.org,11-Mar,STATE-FUNDED, , ,2,1,-0.419676,51.4954987
"3,461.00",138621,Wood End Park Academy,Academy Converter,Primary,Judge Heath Lane,Hayes,UB3 2PD,Open,Mixed,508440,181011,Botwell,Hillingdon 024C,Hillingdon,www.woodendpark.hillingdon.sch.uk/,11-Mar,STATE-FUNDED, , ,2,1,-0.438555,51.517601
"3,462.00",138649,Grasvenor Avenue Infant School,Academy Converter,Primary,Grasvenor Avenue,Barnet,EN5 2BY,Open,Mixed,525422,195265,Underhill,Barnet 004C,Barnet,www.grasvenorinfantschool.org.uk/,7-May,STATE-FUNDED, , ,2,1,-0.188845,51.6422005
"3,463.00",138650,St Columba's Catholic Boys' School,Academy Converter,Secondary,Halcot Avenue,Bexleyheath,DA6 7QB,Open,Boys,549876,174751,Barnehurst,Bexley 017C,Bexley,http://st-columbas.bexley.sch.uk/,16-Nov,STATE-FUNDED, , ,2,0,0.155578,51.4519005
"3,464.00",138651,Orleans Park School,Academy Converter,Secondary,Richmond Road,Twickenham,TW1 3BB,Open,Mixed,516818,173617,Twickenham Riverside,Richmond upon Thames 009D,Richmond upon Thames,http://www.orleanspark.richmond.sch.uk/,18-Nov,STATE-FUNDED, , ,2,0,-0.320308,51.449501
"3,465.00",138659,Castleview Primary School,Academy Converter,Primary,Woodstock Avenue,Slough,SL3 7LJ,Open,Mixed,499702,178635,Upton,Slough 011C,Slough,www.castleview.slough.sch.uk/,11-Mar,STATE-FUNDED, , ,2,1,-0.565115,51.4978981
"3,466.00",138680,Ark Bentworth Primary Academy,Academy Converter,Primary,Bentworth Road,London,W12 7AJ,Open,Mixed,522755,181081,College Park and Old Oak,Hammersmith and Fulham 001C,Hammersmith and Fulham,www.arkbentworthprimary.org/,11-Mar,STATE-FUNDED, , ,2,1,-0.232321,51.5153008
"3,467.00",138681,Ark Putney Academy,Academy Converter,Secondary,Pullman Gardens,London,SW15 3DG,Open,Mixed,523386,174365,West Putney,Wandsworth 016C,Wandsworth,http://arkputney.org/,18-Nov,STATE-FUNDED, , ,2,0,-0.225576,51.4547997
"3,468.00",138682,Southfields Academy,Academy Converter,Secondary,333 Merton Road,London,SW18 5JU,Open,Mixed,525391,173342,Southfields,Wandsworth 025B,Wandsworth,http://www.southfieldsacademy.com/,18-Nov,STATE-FUNDED, , ,2,0,-0.197097,51.4452019
"3,469.00",138683,Millbank Academy,Academy Converter,Primary,Erasmus Street,London,SW1P 4HR,Open,Mixed,529889,178598,Vincent Square,Westminster 021C,Westminster,www.millbankacademy.org.uk/,11-Mar,STATE-FUNDED, , ,2,1,-0.13048,51.4914017
"3,470.00",138684,Thames View Infants' School,Academy Converter,Primary,Bastable Avenue,Barking,IG11 0LG,Open,Mixed,546165,183070,Thames,Barking and Dagenham 022B,Barking and Dagenham,www.thamesview-i.bardaglea.org.uk/,7-Mar,STATE-FUNDED, , ,2,1,0.105651,51.5275993
"3,471.00",138685,Copthall School,Academy Converter,Secondary,Pursley Road,London,NW7 2EP,Open,Girls,522483,191460,Mill Hill,Barnet 016A,Barnet,http://www.copthallschool.org.uk/,18-Nov,STATE-FUNDED, , ,2,0,-0.232626,51.6086998
"3,472.00",138686,Cleeve Park School,Academy Converter,Secondary,Bexley Lane,Sidcup,DA14 4JN,Open,Mixed,547451,172108,Cray Meadows,Bexley 027A,Bexley,www.cleevepark-tkat.org,18-Nov,STATE-FUNDED, , ,2,0,0.119604,51.4287987
"3,473.00",138687,Oasis Academy Byron,Academy Converter,Primary,St David's,Coulsdon,CR5 2XE,Open,Mixed,530576,158804,Coulsdon East,Croydon 044B,Croydon,www.oasisacademybyron.org/,11-Apr,STATE-FUNDED, , ,2,1,-0.127868,51.3134003
"3,474.00",138688,Krishna Avanti Primary School,Academy Converter,Primary,Camrose Avenue,Edgware,HA8 6ES,Open,Mixed,519166,190876,Edgware,Harrow 007C,Harrow,www.avanti.org.uk/kapsharrow/,11-Mar,STATE-FUNDED, , ,2,1,-0.280702,51.6040993
"3,475.00",138689,Latchmere School,Academy Converter,Primary,Latchmere Road,Kingston upon Thames,KT2 5TT,Open,Mixed,518683,170670,Canbury,Kingston upon Thames 004B,Kingston upon Thames,www.latchmereschool.org,11-Mar,STATE-FUNDED, , ,2,1,-0.294469,51.4225998
"3,476.00",138690,Barclay Primary School,Academy Converter,Primary,155 Canterbury Road,London,E10 6EJ,Open,Mixed,538623,188214,Forest,Waltham Forest 019B,Waltham Forest,www.barclayprimary.net,11-Mar,STATE-FUNDED, , ,2,1,-0.0009728,51.5758018
"3,477.00",138691,Chingford Foundation School,Academy Converter,Secondary,Nevin Drive,London,E4 7LT,Open,Mixed,538024,194236,Endlebury,Waltham Forest 001E,Waltham Forest,http://www.chingfordfoundation.org/,18-Nov,STATE-FUNDED, , ,2,0,-0.0072434,51.6300011
"3,478.00",138735,Kenningtons Primary Academy,Academy Converter,Primary,Tamar Drive,South Ockendon,RM15 4NB,Open,Mixed,556342,181152,Aveley and Uplands,Thurrock 008C,Thurrock, ,11-Mar,STATE-FUNDED, , ,2,1,0.251391,51.5077019
"3,479.00",138736,Beacon Hill Academy,Academy Special Converter,Not applicable,Errif Drive,Romford,RM15 5AY,Open,Mixed,558130,181681,Ockendon,Thurrock 006C,Thurrock, ,19-Mar,SPECIAL, , ,2,1,0.27737,51.5119019
"3,480.00",138736,Beacon Hill Academy,Academy Special Converter,Not applicable,Errif Drive,Romford,RM15 5AY,Open,Mixed,558130,181681,Ockendon,Thurrock 006C,Thurrock, ,19-Mar,SPECIAL, , ,2,0,0.27737,51.5119019
"3,481.00",138747,Hertswood Academy,Academy Converter,Secondary,Cowley Hill,Borehamwood,WD6 5LG,Open,Mixed,519998,197839,Shenley,Hertsmere 004C,Hertsmere,www.hertswoodacademy.org,18-Nov,STATE-FUNDED, , ,2,0,-0.26631,51.6665001
"3,482.00",138764,Danetree Junior School,Academy Converter,Primary,Danetree Road,Epsom,KT19 9SE,Open,Mixed,520444,163396,West Ewell,Epsom and Ewell 004D,Epsom and Ewell,www.danetreeschool.org/,11-Jul,STATE-FUNDED, , ,2,1,-0.271619,51.3568993
"3,483.00",138765,The Matthew Arnold School,Academy Converter,Secondary,Kingston Road,Staines,TW18 1PF,Open,Mixed,505238,170804,Staines South,Spelthorne 007D,Spelthorne,http://www.matthew-arnold.surrey.sch.uk,16-Nov,STATE-FUNDED, , ,2,0,-0.487722,51.4264984
"3,484.00",138825,Grey Court School,Academy Converter,Secondary,Ham Street,Richmond,TW10 7HN,Open,Mixed,517406,172452,"Ham, Petersham and Richmond Riverside",Richmond upon Thames 012D,Richmond upon Thames,http://www.greycourt.richmond.sch.uk/,18-Nov,STATE-FUNDED, , ,2,0,-0.312236,51.4389
"3,485.00",138834,Brentwood Ursuline Convent High School,Academy Converter,Secondary,Queen's Road,Brentwood,CM14 4EX,Open,Girls,559629,193514,Brentwood South,Brentwood 007B,Brentwood,http://www.buchs.co.uk,18-Nov,STATE-FUNDED, , ,2,0,0.304323,51.6178017
"3,486.00",138842,Goose Green Primary School,Academy Converter,Primary,Tintagel Crescent,London,SE22 8HG,Open,Mixed,533707,175360,East Dulwich,Southwark 028A,Southwark,www.goosegreenprimaryschool.org/,11-Mar,STATE-FUNDED, , ,2,1,-0.0767427,51.4613991
"3,487.00",138859,Rushcroft Foundation School,Academy Sponsor Led,Secondary,Rushcroft Road,London,E4 8SG,Open,Mixed,537754,191405,Larkswood,Waltham Forest 008E,Waltham Forest,http://www.rushcroftfoundation.org.uk/,18-Nov,STATE-FUNDED, , ,2,0,-0.0122537,51.6046982
"3,488.00",138924,Heston Community School,Academy Converter,Secondary,Heston Road,Hounslow,TW5 0QR,Open,Mixed,513320,177368,Heston East,Hounslow 011D,Hounslow,http://www.hestoncommunityschool.co.uk/,19-Nov,STATE-FUNDED, , ,2,0,-0.369423,51.4838982
"3,489.00",138928,Warlingham School,Academy Converter,Secondary,Tithepit Shaw Lane,Warlingham,CR6 9YB,Open,Mixed,534676,159360,Warlingham West,Tandridge 002B,Tandridge,http://www.warlinghamschool.co.uk/,18-Nov,STATE-FUNDED, , ,2,0,-0.0688661,51.3174019
"3,490.00",138943,Upminster Infant School,Academy Converter,Primary,St Mary's Lane,Upminster,RM14 3BS,Open,Mixed,556105,186509,Upminster,Havering 022E,Havering,http://www.upminsterinfant.co.uk/,7-May,STATE-FUNDED, , ,2,1,0.250351,51.5559006
"3,491.00",138944,Upminster Junior School,Academy Converter,Primary,St Mary's Lane,Upminster,RM14 3BS,Open,Mixed,556105,186509,Upminster,Havering 022E,Havering,http://www.upminster-jun.havering.sch.uk/,11-Jul,STATE-FUNDED, , ,2,1,0.250351,51.5559006
"3,492.00",138960,Sacred Heart Catholic School,Academy Converter,Secondary,Camberwell New Road,London,SE5 0RP,Open,Mixed,532238,176847,Camberwell Green,Southwark 021A,Southwark,www.sacredheart.southwark.sch.uk,18-Nov,STATE-FUNDED, , ,2,0,-0.0973199,51.4751015
"3,493.00",138961,St Michael's Catholic College,Academy Converter,Secondary,Llewellyn Street,London,SE16 4UN,Open,Mixed,534205,179715,Riverside,Southwark 004E,Southwark,http://www.stmichaelscollege.org.uk/,18-Nov,STATE-FUNDED, , ,2,0,-0.0679253,51.5004997
"3,494.00",138983,Belmore Primary Academy,Academy Sponsor Led,Primary,Owen Road,Hayes,UB4 9LF,Open,Mixed,510973,182641,Barnhill,Hillingdon 020B,Hillingdon,http://www.belmore.hillingdon.sch.uk/,11-Mar,STATE-FUNDED, , ,2,1,-0.401552,51.5317993
"3,495.00",139016,The Woodside Primary Academy,Academy Sponsor Led,Primary,Wood Street,London,E17 3JX,Open,Mixed,538380,189924,Wood Street,Waltham Forest 013D,Waltham Forest,www.woodsideprimaryacademy.com/,11-Mar,STATE-FUNDED, , ,2,1,-0.0038038,51.5912018
"3,496.00",139074,Meridian High School,Academy Sponsor Led,Secondary,Fairchildes Avenue,Croydon,CR0 0AH,Open,Mixed,539321,161259,New Addington,Croydon 036D,Croydon,www.meridianhigh.london,19-Nov,STATE-FUNDED, , ,2,0,-0.0015138,51.3334007
"3,497.00",139094,Aerodrome Primary Academy,Academy Converter,Primary,Goodwin Road,Croydon,CR0 4EJ,Open,Mixed,531710,164071,Waddon,Croydon 028B,Croydon, ,11-Mar,STATE-FUNDED, , ,2,1,-0.109661,51.3605003
"3,498.00",139095,Brentford School for Girls,Academy Converter,Secondary,5 Boston Manor Road,Brentford,TW8 0PG,Open,Girls,517692,177626,Brentford,Hounslow 006C,Hounslow,http://www.brentford.hounslow.sch.uk/,18-Nov,STATE-FUNDED, , ,2,0,-0.306403,51.4854012
"3,499.00",139104,Dilkes Academy,Academy Converter,Primary,Garron Lane,South Ockendon,RM15 5JQ,Open,Mixed,557837,181288,Belhus,Thurrock 007B,Thurrock,www.dilkesacademy.org.uk,11-Mar,STATE-FUNDED, , ,2,1,0.272976,51.5084991
"3,500.00",139115,Belvedere Junior School,Academy Sponsor Led,Primary,Mitchell Close,Belvedere,DA17 6AA,Open,Mixed,549861,179072,Belvedere,Bexley 003B,Bexley,www.belvederejuniorschool.co.uk/,11-Jul,STATE-FUNDED, , ,2,1,0.157194,51.4906998
"3,501.00",139117,Brookside Primary School,Academy Sponsor Led,Primary,Perth Avenue,Hayes,UB4 9LW,Open,Mixed,511435,182524,Yeading,Hillingdon 020C,Hillingdon,www.brooksideprimarysch.co.uk/,11-May,STATE-FUNDED, , ,2,1,-0.394931,51.5306015
"3,502.00",139121,St Richard Reynolds Catholic High School,Voluntary Aided School,Secondary,Clifden Road,London,TW1 4LT,Open,Mixed,515853,173404,South Twickenham,Richmond upon Thames 014A,Richmond upon Thames,http://www.strichardreynolds.org.uk,18-Nov,VOLUNTARY, , ,2,0,-0.334258,51.4477997
"3,503.00",139122,St Richard Reynolds Catholic Primary School,Voluntary Aided School,Primary,Clifden Road,London,TW1 4LT,Open,Mixed,515771,173373,South Twickenham,Richmond upon Thames 014A,Richmond upon Thames,http://www.strichardreynolds.org.uk/,11-Apr,VOLUNTARY, , ,2,1,-0.335448,51.4474983
"3,504.00",139166,Shaw Primary Academy,Academy Converter,Primary,Avon Green,South Ockendon,RM15 5QJ,Open,Mixed,558811,181327,Belhus,Thurrock 007E,Thurrock,www.shawprimaryacademy.co.uk/,11-Mar,STATE-FUNDED, , ,2,1,0.287016,51.5085983
"3,505.00",139169,St Ann's CE Primary School,Academy Converter,Primary,Avenue Road,London,N15 5JG,Open,Mixed,532749,188730,St. Ann's,Haringey 026B,Haringey,www.stannsn15.ldbsact.org,11-Apr,STATE-FUNDED, , ,2,1,-0.0854921,51.5817986
"3,506.00",139175,St Michael's CofE Primary School,Academy Converter,Primary,Bounds Green Road,London,N22 8HE,Open,Mixed,530749,190633,Woodside,Haringey 007A,Haringey,www.stmichaelsn22.ldbsact.org,11-Apr,STATE-FUNDED, , ,2,1,-0.113632,51.5993996
"3,507.00",139176,St Paul's and All Hallows CofE Infant School,Academy Converter,Primary,Park Lane,London,N17 0HH,Open,Mixed,534195,191095,Northumberland Park,Haringey 037B,Haringey,http://www.spah.org.uk/,7-Mar,STATE-FUNDED, , ,2,1,-0.0637318,51.6026993
"3,508.00",139177,St Paul's and All Hallows CofE Junior School,Academy Converter,Primary,Worcester Avenue,London,N17 0TU,Open,Mixed,534107,191404,Northumberland Park,Haringey 037A,Haringey,www.spah.org.uk/,11-Jul,STATE-FUNDED, , ,2,1,-0.0648836,51.6054993
